Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
IndiGo,2020-12-11,Chennai,Varanasi,CHE-BHU-RAI-VAR,08:42,19:39,10:57:00 AM,2 stops,5862
Vistara,2025-11-05,Cochin,Guwahati,COC-KOL-BAN-DEL-GUW,05:24,14:29,09:05:00 AM,3 stops,10558
GoAir,2024-06-20,Surat,Delhi,SUR-HYD-GUW-MUM-DEL,02:39,02:25,11:46:00 PM,3 stops,11453
GoAir,2020-08-26,Kolkata,Surat,KOL-SUR,07:38,03:57,08:19:00 PM,non-stop,4868
IndiGo,2023-12-04,Goa,Bangalore,GOA-AHM-IND-BAN,06:20,08:27,02:07:00 AM,2 stops,6832
TruJet,2023-07-04,Pune,Varanasi,PUN-RAI-COC-NAG-VAR,05:24,21:29,04:05:00 PM,3 stops,15924
GoAir,2022-07-26,Bhubaneswar,Hyderabad,BHU-SUR-GOA-HYD,19:41,18:58,11:17:00 PM,2 stops,9978
Vistara,2020-10-07,Delhi,Surat,DEL-SUR,09:01,12:30,03:29:00 AM,non-stop,7921
Alliance Air,2019-03-12,Bangalore,Nagpur,BAN-SUR-GUW-HYD-NAG,21:29,20:42,11:13:00 PM,3 stops,13677
TruJet,2025-07-06,Goa,Chennai,GOA-KOL-SUR-MUM-CHE,04:04,13:34,09:30:00 AM,3 stops,12519
SpiceJet,2022-05-20,Hyderabad,Pune,HYD-DEL-PUN,10:47,10:01,11:14:00 PM,1 stop,5951
Alliance Air,2024-05-04,Pune,Cochin,PUN-NAG-VAR-GUW-COC,06:03,10:01,03:58:00 AM,3 stops,8771
Air India,2019-05-10,Ahmedabad,Guwahati,AHM-GUW,07:23,06:07,10:44:00 PM,non-stop,2970
IndiGo,2020-07-20,Pune,Varanasi,PUN-VAR,20:31,09:08,12:37:00 PM,non-stop,4661
IndiGo,2019-12-06,Pune,Delhi,PUN-CHE-VAR-DEL,06:56,06:19,11:23:00 PM,2 stops,10603
SpiceJet,2025-11-12,Pune,Chennai,PUN-RAI-CHE,08:57,01:25,04:28:00 PM,1 stop,11967
Star Air,2025-06-27,Cochin,Delhi,COC-KOL-CHE-DEL,12:18,22:45,10:27:00 AM,2 stops,7927
Air India,2023-09-14,Patna,Jaipur,PAT-VAR-JAI,05:17,14:43,09:26:00 AM,1 stop,7310
Alliance Air,2022-11-19,Indore,Chennai,IND-KOL-NAG-JAI-CHE,08:36,02:36,06:00:00 PM,3 stops,10951
Akasa Air,2025-06-18,Cochin,Raipur,COC-VAR-RAI,11:43,13:51,02:08:00 AM,1 stop,12485
AirAsia India,2022-04-02,Surat,Chennai,SUR-JAI-MUM-CHE,20:33,02:31,05:58:00 AM,2 stops,7097
Star Air,2021-10-02,Mumbai,Lucknow,MUM-GUW-RAI-COC-LUC,23:20,16:15,04:55:00 PM,3 stops,15084
Star Air,2023-02-23,Pune,Kolkata,PUN-BHU-GOA-JAI-KOL,13:21,07:17,05:56:00 PM,3 stops,6024
Air India,2019-10-19,Varanasi,Delhi,VAR-NAG-DEL,11:00,15:09,04:09:00 AM,1 stop,12864
Alliance Air,2025-07-08,Ahmedabad,Bhubaneswar,AHM-JAI-SUR-RAI-BHU,20:35,07:43,11:08:00 AM,3 stops,8022
Star Air,2020-05-27,Indore,Goa,IND-HYD-JAI-GOA,05:53,00:58,07:05:00 PM,2 stops,12115
Akasa Air,2019-06-06,Indore,Kolkata,IND-KOL,13:44,14:08,12:24:00 AM,non-stop,4251
GoAir,2020-12-24,Indore,Chennai,IND-DEL-HYD-PUN-CHE,13:14,04:33,03:19:00 PM,3 stops,8474
SpiceJet,2023-08-11,Nagpur,Cochin,NAG-RAI-KOL-COC,02:03,17:44,03:41:00 PM,2 stops,10765
TruJet,2024-04-01,Hyderabad,Goa,HYD-VAR-KOL-RAI-GOA,19:14,18:45,11:31:00 PM,3 stops,12871
Akasa Air,2025-01-20,Jaipur,Raipur,JAI-RAI,20:38,02:06,05:28:00 AM,non-stop,9744
IndiGo,2019-09-17,Mumbai,Pune,MUM-COC-JAI-PUN,10:13,11:26,01:13:00 AM,2 stops,5652
TruJet,2019-10-12,Guwahati,Kolkata,GUW-GOA-KOL,07:16,20:56,01:40:00 PM,1 stop,10470
Alliance Air,2023-10-07,Surat,Nagpur,SUR-VAR-DEL-AHM-NAG,13:14,01:31,12:17:00 PM,3 stops,11162
SpiceJet,2020-06-06,Raipur,Goa,RAI-CHE-GOA,18:38,18:34,11:56:00 PM,1 stop,7442
AirAsia India,2024-10-16,Bangalore,Lucknow,BAN-MUM-GUW-SUR-LUC,03:32,05:06,01:34:00 AM,3 stops,8573
GoAir,2025-01-19,Chennai,Goa,CHE-PAT-VAR-GOA,15:50,17:39,01:49:00 AM,2 stops,11092
Star Air,2022-12-11,Pune,Hyderabad,PUN-HYD,08:34,01:34,05:00:00 PM,non-stop,11366
Vistara,2025-11-03,Mumbai,Bhubaneswar,MUM-NAG-BHU,09:16,15:22,06:06:00 AM,1 stop,12341
Akasa Air,2023-11-23,Patna,Lucknow,PAT-LUC,14:11,06:41,04:30:00 PM,non-stop,10520
IndiGo,2025-04-20,Bangalore,Mumbai,BAN-CHE-MUM,17:47,21:12,03:25:00 AM,1 stop,10138
Alliance Air,2022-10-09,Guwahati,Hyderabad,GUW-IND-HYD,05:52,02:34,08:42:00 PM,1 stop,11473
Vistara,2023-12-12,Lucknow,Mumbai,LUC-GUW-COC-KOL-MUM,00:17,08:30,08:13:00 AM,3 stops,10395
GoAir,2022-11-12,Mumbai,Bhubaneswar,MUM-BHU,19:41,13:58,06:17:00 PM,non-stop,9511
Air India,2024-07-12,Nagpur,Varanasi,NAG-VAR,18:01,07:58,01:57:00 PM,non-stop,8404
Star Air,2020-05-11,Bhubaneswar,Varanasi,BHU-CHE-JAI-PAT-VAR,11:38,12:48,01:10:00 AM,3 stops,11017
Alliance Air,2024-08-07,Chennai,Surat,CHE-GOA-SUR,19:57,07:33,11:36:00 AM,1 stop,3582
Alliance Air,2022-12-16,Patna,Surat,PAT-SUR,03:58,06:43,02:45:00 AM,non-stop,8066
IndiGo,2020-01-20,Cochin,Patna,COC-PAT,06:38,09:09,02:31:00 AM,non-stop,6979
AirAsia India,2025-03-19,Kolkata,Mumbai,KOL-AHM-MUM,16:48,15:22,10:34:00 PM,1 stop,11954
AirAsia India,2020-12-18,Guwahati,Patna,GUW-KOL-RAI-PAT,09:54,20:07,10:13:00 AM,2 stops,13990
Vistara,2023-07-19,Hyderabad,Bangalore,HYD-LUC-DEL-BAN,16:28,12:25,07:57:00 PM,2 stops,9232
Air India,2025-11-12,Hyderabad,Ahmedabad,HYD-RAI-KOL-AHM,05:21,12:31,07:10:00 AM,2 stops,10106
TruJet,2024-10-05,Varanasi,Pune,VAR-RAI-PUN,09:49,01:09,03:20:00 PM,1 stop,9224
Akasa Air,2019-08-15,Pune,Surat,PUN-BHU-PAT-JAI-SUR,17:09,14:18,09:09:00 PM,3 stops,13960
Akasa Air,2021-03-21,Bhubaneswar,Patna,BHU-LUC-JAI-PAT,06:08,20:42,02:34:00 PM,2 stops,8249
Air India,2020-10-18,Ahmedabad,Nagpur,AHM-LUC-GOA-HYD-NAG,23:07,16:32,05:25:00 PM,3 stops,9894
Akasa Air,2024-06-17,Mumbai,Surat,MUM-VAR-GOA-SUR,03:55,03:53,11:58:00 PM,2 stops,11926
SpiceJet,2025-06-01,Chennai,Delhi,CHE-PAT-BAN-DEL,15:44,08:03,04:19:00 PM,2 stops,9907
Akasa Air,2021-04-10,Jaipur,Hyderabad,JAI-IND-CHE-AHM-HYD,21:07,04:27,07:20:00 AM,3 stops,14863
TruJet,2024-10-25,Goa,Bangalore,GOA-BAN,04:52,16:04,11:12:00 AM,non-stop,9386
AirAsia India,2024-06-07,Jaipur,Kolkata,JAI-PUN-KOL,18:21,13:48,07:27:00 PM,1 stop,5453
TruJet,2025-06-20,Indore,Nagpur,IND-GUW-NAG,21:26,18:11,08:45:00 PM,1 stop,7912
IndiGo,2019-09-09,Surat,Bangalore,SUR-BAN,16:14,19:48,03:34:00 AM,non-stop,11800
Star Air,2020-04-27,Varanasi,Pune,VAR-PAT-KOL-PUN,09:43,07:22,09:39:00 PM,2 stops,6944
SpiceJet,2025-01-10,Guwahati,Patna,GUW-PAT,16:42,04:49,12:07:00 PM,non-stop,8734
AirAsia India,2025-07-06,Chennai,Raipur,CHE-RAI,09:11,14:23,05:12:00 AM,non-stop,8998
Air India,2020-11-04,Guwahati,Nagpur,GUW-NAG,21:56,11:03,01:07:00 PM,non-stop,3165
Star Air,2022-12-28,Guwahati,Bhubaneswar,GUW-RAI-CHE-PAT-BHU,04:48,11:40,06:52:00 AM,3 stops,13735
AirAsia India,2019-08-02,Hyderabad,Guwahati,HYD-MUM-PAT-GUW,10:33,07:52,09:19:00 PM,2 stops,7060
Air India,2021-11-25,Delhi,Patna,DEL-PAT,07:12,01:33,06:21:00 PM,non-stop,6888
Vistara,2019-07-28,Kolkata,Bhubaneswar,KOL-IND-JAI-BAN-BHU,00:21,13:42,01:21:00 PM,3 stops,14492
Air India,2025-08-02,Kolkata,Pune,KOL-HYD-PUN,15:54,03:48,11:54:00 AM,1 stop,4291
AirAsia India,2022-01-14,Kolkata,Bangalore,KOL-AHM-DEL-BAN,04:59,14:12,09:13:00 AM,2 stops,13384
TruJet,2020-06-22,Bhubaneswar,Lucknow,BHU-NAG-LUC,07:47,08:13,12:26:00 AM,1 stop,12964
TruJet,2024-01-05,Cochin,Surat,COC-PAT-BHU-SUR,01:32,09:58,08:26:00 AM,2 stops,10699
Air India,2022-01-02,Hyderabad,Bhubaneswar,HYD-SUR-VAR-PUN-BHU,02:47,15:59,01:12:00 PM,3 stops,8693
GoAir,2020-02-04,Chennai,Nagpur,CHE-BAN-NAG,17:42,11:14,05:32:00 PM,1 stop,11818
Air India,2024-01-20,Bangalore,Patna,BAN-IND-PAT,07:40,06:59,11:19:00 PM,1 stop,11927
SpiceJet,2020-07-16,Surat,Bhubaneswar,SUR-IND-BHU,20:31,22:30,01:59:00 AM,1 stop,9357
AirAsia India,2022-10-04,Jaipur,Mumbai,JAI-GUW-SUR-MUM,18:32,19:03,12:31:00 AM,2 stops,11021
Vistara,2020-07-28,Goa,Raipur,GOA-COC-DEL-PAT-RAI,01:50,10:22,08:32:00 AM,3 stops,14411
AirAsia India,2019-12-07,Cochin,Indore,COC-CHE-GUW-IND,11:22,03:17,03:55:00 PM,2 stops,13797
AirAsia India,2024-07-12,Hyderabad,Chennai,HYD-MUM-BHU-SUR-CHE,01:01,03:27,02:26:00 AM,3 stops,10034
SpiceJet,2024-10-01,Chennai,Bangalore,CHE-BAN,03:54,02:51,10:57:00 PM,non-stop,4121
TruJet,2022-09-23,Guwahati,Nagpur,GUW-VAR-CHE-NAG,04:30,10:23,05:53:00 AM,2 stops,10455
Star Air,2024-11-10,Nagpur,Raipur,NAG-RAI,23:41,05:53,06:12:00 AM,non-stop,6741
GoAir,2020-09-14,Lucknow,Delhi,LUC-VAR-HYD-DEL,04:44,01:39,08:55:00 PM,2 stops,7366
AirAsia India,2024-12-22,Varanasi,Patna,VAR-JAI-PAT,02:18,05:57,03:39:00 AM,1 stop,8561
Air India,2019-10-16,Raipur,Patna,RAI-PAT,10:42,07:12,08:30:00 PM,non-stop,9493
Star Air,2022-11-12,Bhubaneswar,Kolkata,BHU-RAI-DEL-KOL,17:20,18:03,12:43:00 AM,2 stops,8764
AirAsia India,2021-11-13,Lucknow,Kolkata,LUC-RAI-KOL,17:27,19:15,01:48:00 AM,1 stop,7012
SpiceJet,2020-09-12,Patna,Delhi,PAT-DEL,19:39,09:09,01:30:00 PM,non-stop,7368
IndiGo,2025-08-02,Guwahati,Jaipur,GUW-AHM-DEL-JAI,08:20,10:16,01:56:00 AM,2 stops,10813
SpiceJet,2020-05-09,Surat,Varanasi,SUR-VAR,16:31,23:21,06:50:00 AM,non-stop,5788
Star Air,2024-03-19,Bangalore,Guwahati,BAN-LUC-GUW,08:01,22:42,02:41:00 PM,1 stop,11242
TruJet,2025-01-23,Mumbai,Nagpur,MUM-BHU-SUR-GOA-NAG,20:57,12:00,03:03:00 PM,3 stops,11589
SpiceJet,2022-11-06,Ahmedabad,Raipur,AHM-NAG-JAI-RAI,04:39,14:11,09:32:00 AM,2 stops,10763
Alliance Air,2024-05-20,Nagpur,Patna,NAG-GOA-PUN-PAT,22:15,13:51,03:36:00 PM,2 stops,7567
AirAsia India,2023-03-21,Cochin,Nagpur,COC-NAG,23:27,00:42,01:15:00 AM,non-stop,3179
Akasa Air,2024-05-02,Bhubaneswar,Patna,BHU-AHM-BAN-PAT,05:46,19:58,02:12:00 PM,2 stops,7615
AirAsia India,2021-06-15,Goa,Bangalore,GOA-HYD-IND-SUR-BAN,05:06,15:29,10:23:00 AM,3 stops,12675
SpiceJet,2024-06-21,Mumbai,Guwahati,MUM-DEL-GUW,10:59,13:44,02:45:00 AM,1 stop,10559
Star Air,2025-10-03,Hyderabad,Bangalore,HYD-BAN,21:43,18:11,08:28:00 PM,non-stop,3367
SpiceJet,2025-09-24,Lucknow,Chennai,LUC-CHE,22:02,10:21,12:19:00 PM,non-stop,4321
Akasa Air,2019-05-24,Lucknow,Kolkata,LUC-KOL,12:07,05:35,05:28:00 PM,non-stop,5299
Star Air,2021-12-22,Ahmedabad,Surat,AHM-BHU-SUR,08:52,07:13,10:21:00 PM,1 stop,10911
AirAsia India,2025-06-06,Guwahati,Kolkata,GUW-DEL-KOL,15:21,16:42,01:21:00 AM,1 stop,12182
Alliance Air,2020-03-28,Varanasi,Jaipur,VAR-MUM-GOA-SUR-JAI,04:36,03:37,11:01:00 PM,3 stops,16061
TruJet,2020-03-24,Chennai,Cochin,CHE-NAG-COC,06:10,05:55,11:45:00 PM,1 stop,8258
TruJet,2019-08-01,Raipur,Jaipur,RAI-DEL-PUN-JAI,22:23,05:52,07:29:00 AM,2 stops,6163
TruJet,2021-07-25,Surat,Bhubaneswar,SUR-AHM-HYD-KOL-BHU,08:38,16:18,07:40:00 AM,3 stops,15870
Air India,2019-12-04,Indore,Kolkata,IND-COC-MUM-RAI-KOL,21:11,16:16,07:05:00 PM,3 stops,9098
Air India,2024-09-14,Hyderabad,Cochin,HYD-COC,02:25,04:38,02:13:00 AM,non-stop,9058
Alliance Air,2020-01-21,Kolkata,Raipur,KOL-VAR-SUR-BHU-RAI,13:19,09:23,08:04:00 PM,3 stops,10896
TruJet,2021-04-21,Raipur,Jaipur,RAI-IND-BAN-JAI,06:03,04:27,10:24:00 PM,2 stops,8728
Vistara,2022-08-08,Delhi,Mumbai,DEL-MUM,05:45,15:34,09:49:00 AM,non-stop,9946
TruJet,2024-11-08,Bangalore,Goa,BAN-CHE-JAI-GOA,03:53,00:01,08:08:00 PM,2 stops,12413
Vistara,2019-08-01,Kolkata,Mumbai,KOL-AHM-GUW-MUM,00:27,03:22,02:55:00 AM,2 stops,11003
AirAsia India,2021-07-18,Surat,Indore,SUR-IND,12:43,05:36,04:53:00 PM,non-stop,3197
Akasa Air,2019-10-09,Chennai,Bhubaneswar,CHE-AHM-GOA-RAI-BHU,05:49,00:20,06:31:00 PM,3 stops,11431
Alliance Air,2019-10-04,Lucknow,Patna,LUC-DEL-PAT,16:10,18:09,01:59:00 AM,1 stop,6328
TruJet,2024-07-10,Bangalore,Pune,BAN-VAR-BHU-PUN,07:55,07:07,11:12:00 PM,2 stops,4152
Vistara,2022-03-12,Lucknow,Bhubaneswar,LUC-SUR-VAR-KOL-BHU,05:45,02:23,08:38:00 PM,3 stops,9599
SpiceJet,2025-06-18,Raipur,Jaipur,RAI-JAI,17:40,04:26,10:46:00 AM,non-stop,8897
Alliance Air,2020-07-10,Ahmedabad,Mumbai,AHM-DEL-KOL-LUC-MUM,06:21,19:59,01:38:00 PM,3 stops,8729
GoAir,2023-06-16,Mumbai,Nagpur,MUM-COC-VAR-NAG,03:06,20:25,05:19:00 PM,2 stops,12032
TruJet,2023-06-12,Nagpur,Chennai,NAG-CHE,20:05,12:36,04:31:00 PM,non-stop,6136
Vistara,2020-01-10,Cochin,Kolkata,COC-PAT-VAR-CHE-KOL,10:24,01:56,03:32:00 PM,3 stops,12510
SpiceJet,2022-11-02,Mumbai,Chennai,MUM-GUW-NAG-VAR-CHE,23:27,06:16,06:49:00 AM,3 stops,7944
SpiceJet,2020-05-27,Delhi,Lucknow,DEL-SUR-LUC,08:50,01:01,04:11:00 PM,1 stop,6042
AirAsia India,2023-01-06,Lucknow,Delhi,LUC-HYD-DEL,00:04,15:04,03:00:00 PM,1 stop,11289
Air India,2019-01-08,Delhi,Guwahati,DEL-GOA-PUN-GUW,17:01,20:59,03:58:00 AM,2 stops,12548
Air India,2025-05-23,Chennai,Kolkata,CHE-VAR-NAG-PAT-KOL,10:55,22:42,11:47:00 AM,3 stops,17132
Akasa Air,2022-06-05,Delhi,Chennai,DEL-MUM-CHE,16:46,05:08,12:22:00 PM,1 stop,5309
Air India,2024-08-02,Mumbai,Raipur,MUM-VAR-RAI,02:28,12:13,09:45:00 AM,1 stop,8694
Air India,2021-09-06,Hyderabad,Bhubaneswar,HYD-BAN-GOA-VAR-BHU,23:59,12:34,12:35:00 PM,3 stops,9149
Akasa Air,2023-07-20,Guwahati,Ahmedabad,GUW-LUC-GOA-RAI-AHM,02:22,12:50,10:28:00 AM,3 stops,11547
Vistara,2022-05-23,Bangalore,Chennai,BAN-JAI-COC-CHE,14:36,12:28,09:52:00 PM,2 stops,9327
IndiGo,2025-12-01,Chennai,Bangalore,CHE-JAI-HYD-BAN,06:29,17:18,10:49:00 AM,2 stops,4469
SpiceJet,2021-06-01,Pune,Delhi,PUN-DEL,13:21,14:32,01:11:00 AM,non-stop,6787
SpiceJet,2025-12-22,Guwahati,Pune,GUW-MUM-NAG-PUN,07:38,03:37,07:59:00 PM,2 stops,12947
Vistara,2021-01-15,Lucknow,Varanasi,LUC-IND-MUM-CHE-VAR,10:17,17:07,06:50:00 AM,3 stops,10268
TruJet,2022-02-07,Jaipur,Indore,JAI-RAI-IND,11:23,17:11,05:48:00 AM,1 stop,7797
AirAsia India,2024-09-06,Kolkata,Patna,KOL-PAT,08:31,18:16,09:45:00 AM,non-stop,4432
TruJet,2022-01-21,Mumbai,Guwahati,MUM-GUW,13:47,03:46,01:59:00 PM,non-stop,5493
TruJet,2021-03-07,Raipur,Indore,RAI-IND,05:03,00:43,07:40:00 PM,non-stop,11732
TruJet,2025-08-22,Bhubaneswar,Kolkata,BHU-DEL-RAI-KOL,05:06,20:12,03:06:00 PM,2 stops,5309
Akasa Air,2023-11-27,Delhi,Raipur,DEL-AHM-KOL-RAI,01:25,02:59,01:34:00 AM,2 stops,6177
Alliance Air,2024-07-19,Surat,Goa,SUR-MUM-VAR-GOA,13:15,03:02,01:47:00 PM,2 stops,7789
IndiGo,2019-05-24,Lucknow,Nagpur,LUC-NAG,10:20,10:22,12:02:00 AM,non-stop,10065
Alliance Air,2020-05-27,Cochin,Goa,COC-GOA,03:27,18:13,02:46:00 PM,non-stop,6845
Alliance Air,2023-08-09,Pune,Delhi,PUN-DEL,13:13,06:36,05:23:00 PM,non-stop,2728
Air India,2025-07-15,Ahmedabad,Goa,AHM-GOA,00:27,16:05,03:38:00 PM,non-stop,4903
AirAsia India,2020-07-03,Nagpur,Delhi,NAG-DEL,21:46,17:46,08:00:00 PM,non-stop,6302
GoAir,2022-08-26,Guwahati,Lucknow,GUW-JAI-BHU-LUC,22:58,20:04,09:06:00 PM,2 stops,14095
Vistara,2023-04-04,Ahmedabad,Varanasi,AHM-HYD-SUR-VAR,07:07,03:41,08:34:00 PM,2 stops,11527
IndiGo,2021-04-28,Cochin,Bhubaneswar,COC-PAT-IND-CHE-BHU,03:38,12:52,09:14:00 AM,3 stops,14414
Star Air,2020-04-25,Delhi,Lucknow,DEL-CHE-GUW-LUC,08:41,20:03,11:22:00 AM,2 stops,4971
GoAir,2024-05-08,Chennai,Raipur,CHE-RAI,16:37,03:36,10:59:00 AM,non-stop,3039
GoAir,2021-12-08,Delhi,Lucknow,DEL-COC-LUC,18:35,19:41,01:06:00 AM,1 stop,10289
Star Air,2023-06-22,Bhubaneswar,Jaipur,BHU-IND-JAI,12:56,14:49,01:53:00 AM,1 stop,4487
SpiceJet,2021-11-05,Patna,Indore,PAT-IND,00:10,19:32,07:22:00 PM,non-stop,4925
Alliance Air,2024-08-05,Raipur,Nagpur,RAI-PAT-NAG,12:18,18:32,06:14:00 AM,1 stop,9662
AirAsia India,2020-09-18,Chennai,Guwahati,CHE-BAN-COC-LUC-GUW,14:46,14:31,11:45:00 PM,3 stops,14732
Star Air,2024-12-11,Delhi,Patna,DEL-PAT,13:32,07:45,06:13:00 PM,non-stop,9508
Alliance Air,2021-09-12,Patna,Indore,PAT-IND,20:48,20:02,11:14:00 PM,non-stop,7369
TruJet,2020-03-02,Pune,Mumbai,PUN-GOA-BHU-KOL-MUM,06:05,17:33,11:28:00 AM,3 stops,16083
Akasa Air,2021-08-23,Nagpur,Bhubaneswar,NAG-GUW-PUN-SUR-BHU,16:01,00:26,08:25:00 AM,3 stops,10588
TruJet,2023-07-05,Hyderabad,Lucknow,HYD-NAG-LUC,11:46,13:29,01:43:00 AM,1 stop,5567
Star Air,2021-06-13,Cochin,Kolkata,COC-GOA-VAR-AHM-KOL,18:16,15:21,09:05:00 PM,3 stops,9861
GoAir,2023-02-08,Bangalore,Surat,BAN-PAT-LUC-CHE-SUR,21:25,00:51,03:26:00 AM,3 stops,7298
AirAsia India,2020-01-02,Guwahati,Pune,GUW-KOL-PAT-PUN,14:27,05:40,03:13:00 PM,2 stops,13447
SpiceJet,2022-04-10,Mumbai,Cochin,MUM-CHE-IND-DEL-COC,09:38,20:54,11:16:00 AM,3 stops,12197
TruJet,2025-08-23,Delhi,Bhubaneswar,DEL-SUR-VAR-COC-BHU,19:41,23:04,03:23:00 AM,3 stops,13718
SpiceJet,2021-11-19,Kolkata,Surat,KOL-BAN-PAT-VAR-SUR,05:35,18:32,12:57:00 PM,3 stops,10537
AirAsia India,2022-07-20,Guwahati,Lucknow,GUW-KOL-BAN-LUC,06:28,05:26,10:58:00 PM,2 stops,11059
Akasa Air,2019-12-17,Bangalore,Lucknow,BAN-RAI-LUC,10:31,23:16,12:45:00 PM,1 stop,5699
IndiGo,2019-05-28,Kolkata,Delhi,KOL-CHE-JAI-DEL,10:36,23:30,12:54:00 PM,2 stops,8011
Star Air,2021-05-01,Guwahati,Bangalore,GUW-BAN,06:13,07:18,01:05:00 AM,non-stop,8745
AirAsia India,2020-11-07,Pune,Bhubaneswar,PUN-BHU,06:50,08:12,01:22:00 AM,non-stop,8021
AirAsia India,2025-03-06,Chennai,Kolkata,CHE-KOL,02:49,20:48,05:59:00 PM,non-stop,4031
SpiceJet,2024-07-24,Goa,Guwahati,GOA-COC-GUW,17:14,16:22,11:08:00 PM,1 stop,7621
GoAir,2021-06-13,Mumbai,Surat,MUM-SUR,00:57,19:11,06:14:00 PM,non-stop,10374
Vistara,2021-08-28,Nagpur,Jaipur,NAG-JAI,05:59,08:35,02:36:00 AM,non-stop,10706
IndiGo,2019-11-22,Guwahati,Delhi,GUW-LUC-PAT-DEL,01:50,08:22,06:32:00 AM,2 stops,7727
IndiGo,2023-09-19,Goa,Chennai,GOA-AHM-CHE,10:57,04:21,05:24:00 PM,1 stop,12604
AirAsia India,2025-06-26,Raipur,Hyderabad,RAI-GOA-BAN-AHM-HYD,06:16,14:31,08:15:00 AM,3 stops,7190
TruJet,2019-04-08,Bangalore,Patna,BAN-GUW-JAI-PAT,14:01,20:37,06:36:00 AM,2 stops,9910
TruJet,2024-04-05,Pune,Patna,PUN-PAT,05:14,11:49,06:35:00 AM,non-stop,11440
SpiceJet,2019-03-20,Cochin,Bangalore,COC-SUR-JAI-MUM-BAN,09:58,13:45,03:47:00 AM,3 stops,14468
Star Air,2022-07-28,Pune,Lucknow,PUN-BHU-MUM-AHM-LUC,17:16,05:27,12:11:00 PM,3 stops,11679
SpiceJet,2022-11-04,Bangalore,Varanasi,BAN-PAT-GUW-LUC-VAR,02:04,06:33,04:29:00 AM,3 stops,13086
Vistara,2022-04-26,Mumbai,Nagpur,MUM-VAR-JAI-SUR-NAG,23:44,14:38,02:54:00 PM,3 stops,7766
SpiceJet,2025-06-17,Lucknow,Indore,LUC-COC-RAI-GUW-IND,20:48,15:26,06:38:00 PM,3 stops,13692
IndiGo,2020-10-14,Delhi,Cochin,DEL-MUM-BAN-COC,15:26,05:23,01:57:00 PM,2 stops,13760
Alliance Air,2025-09-20,Patna,Nagpur,PAT-NAG,14:42,16:31,01:49:00 AM,non-stop,4758
Star Air,2019-10-23,Ahmedabad,Patna,AHM-SUR-PAT,11:24,02:34,03:10:00 PM,1 stop,8077
AirAsia India,2025-04-06,Nagpur,Lucknow,NAG-LUC,02:41,15:52,01:11:00 PM,non-stop,8980
Alliance Air,2022-06-06,Bhubaneswar,Lucknow,BHU-AHM-SUR-RAI-LUC,23:13,04:46,05:33:00 AM,3 stops,11661
Akasa Air,2020-01-12,Ahmedabad,Kolkata,AHM-MUM-VAR-KOL,20:50,19:40,10:50:00 PM,2 stops,13173
GoAir,2025-02-03,Surat,Varanasi,SUR-GUW-BHU-VAR,19:42,19:36,11:54:00 PM,2 stops,7508
Alliance Air,2022-05-12,Goa,Patna,GOA-RAI-HYD-JAI-PAT,08:18,01:43,05:25:00 PM,3 stops,11058
Alliance Air,2020-11-22,Bangalore,Goa,BAN-PUN-GOA,23:41,13:32,01:51:00 PM,1 stop,11503
Alliance Air,2019-01-22,Kolkata,Varanasi,KOL-VAR,16:09,10:12,06:03:00 PM,non-stop,8267
IndiGo,2024-04-16,Mumbai,Guwahati,MUM-LUC-GUW,12:51,14:44,01:53:00 AM,1 stop,11877
Star Air,2022-10-17,Kolkata,Mumbai,KOL-GUW-NAG-JAI-MUM,14:24,08:34,06:10:00 PM,3 stops,14145
Air India,2024-09-14,Delhi,Patna,DEL-PAT,14:41,17:21,02:40:00 AM,non-stop,3553
TruJet,2023-11-21,Jaipur,Indore,JAI-IND,19:47,08:11,12:24:00 PM,non-stop,4067
Vistara,2020-11-24,Hyderabad,Bangalore,HYD-BAN,18:31,05:29,10:58:00 AM,non-stop,5840
TruJet,2023-04-19,Hyderabad,Varanasi,HYD-VAR,03:50,00:44,08:54:00 PM,non-stop,5628
Akasa Air,2021-03-19,Raipur,Pune,RAI-BHU-CHE-GOA-PUN,05:20,22:35,05:15:00 PM,3 stops,13594
AirAsia India,2022-08-26,Lucknow,Patna,LUC-CHE-BHU-SUR-PAT,21:09,02:09,05:00:00 AM,3 stops,8734
Vistara,2025-05-02,Chennai,Delhi,CHE-DEL,10:25,12:06,01:41:00 AM,non-stop,3146
Vistara,2021-07-11,Hyderabad,Ahmedabad,HYD-PUN-KOL-IND-AHM,03:32,18:51,03:19:00 PM,3 stops,14704
GoAir,2022-09-10,Patna,Cochin,PAT-CHE-COC,18:15,01:15,07:00:00 AM,1 stop,7970
IndiGo,2021-08-26,Jaipur,Patna,JAI-KOL-VAR-PAT,02:46,12:34,09:48:00 AM,2 stops,6957
GoAir,2020-04-13,Guwahati,Raipur,GUW-SUR-PUN-BHU-RAI,09:19,09:47,12:28:00 AM,3 stops,9962
AirAsia India,2022-11-12,Bhubaneswar,Varanasi,BHU-GUW-PUN-KOL-VAR,09:46,21:53,12:07:00 PM,3 stops,15578
Star Air,2021-01-20,Raipur,Surat,RAI-SUR,12:05,07:38,07:33:00 PM,non-stop,8085
TruJet,2020-04-15,Pune,Hyderabad,PUN-LUC-JAI-HYD,19:35,22:42,03:07:00 AM,2 stops,6723
